commodity_name,state,district,market,min_price,max_price,modal_price,price_date,year,month,season,latitude,longitude
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,79,81,80,2019-10-09,2019,10,Kharif,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,81,83,82,2019-11-05,2019,11,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,55,57,56,2019-10-25,2019,10,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,110,116,115,2019-12-28,2019,12,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,87,90,89,2019-10-30,2019,10,Kharif,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,85,87,86,2019-12-04,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,100,106,105,2019-12-04,2019,12,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,83,85,84,2019-11-29,2019,11,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,98,108,100,2019-11-21,2019,11,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,90,92,91,2019-11-18,2019,11,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,105,106,105,2019-12-13,2019,12,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,57,58,57,2019-11-21,2019,11,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,89,91,90,2019-11-09,2019,11,Rabi,26.4667,79.5167
Onion,Uttar Pradesh,Auraiya,Achalda,70,72,71,2019-12-13,2019,12,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,87,89,88,2019-11-09,2019,11,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,102,106,105,2019-12-17,2019,12,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,91,93,92,2019-12-14,2019,12,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,84,86,85,2019-11-19,2019,11,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,84,86,85,2019-11-19,2019,11,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,84,86,85,2019-11-11,2019,11,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,110,117,116,2019-12-30,2019,12,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,90,92,92,2019-12-30,2019,12,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,90,92,91,2019-11-18,2019,11,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,100,108,105,2019-11-25,2019,11,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,90,93,92,2019-12-27,2019,12,Rabi,26.4667,79.5167
Onion,Uttar Pradesh,Auraiya,Achalda,60,61,61,2019-12-16,2019,12,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,90,91,90,2019-12-07,2019,12,Rabi,26.4667,79.5167
Onion,Uttar Pradesh,Auraiya,Achalda,70,71,71,2019-12-07,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,100,105,104,2019-12-05,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,104,108,106,2019-12-18,2019,12,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,90,92,92,2019-12-28,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,102,105,104,2019-12-09,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,100,107,105,2019-12-21,2019,12,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,90,93,92,2019-12-21,2019,12,Rabi,26.4667,79.5167
Onion,Uttar Pradesh,Auraiya,Achalda,69,71,70,2019-12-09,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,112,116,115,2019-12-24,2019,12,Rabi,26.4667,79.5167
Onion,Uttar Pradesh,Auraiya,Achalda,65,67,66,2019-12-24,2019,12,Rabi,26.4667,79.5167
Onion,Uttar Pradesh,Auraiya,Achalda,66,67,66,2019-12-20,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,102,107,106,2019-12-19,2019,12,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,91,93,92,2019-12-19,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,115,123,120,2019-12-20,2019,12,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,92,93,93,2019-12-20,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,114,118,116,2019-12-25,2019,12,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,77,79,78,2021-03-19,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,95,0,96,2021-05-05,2021,5,Zaid,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,98,99,99,2021-05-05,2021,5,Zaid,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,107,109,108,2021-05-17,2021,5,Zaid,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,117,118,118,2021-03-30,2021,3,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,92,94,93,2021-03-19,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,70,73,72,2021-03-03,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,80,86,85,2021-04-07,2021,4,Zaid,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,92,94,93,2021-04-07,2021,4,Zaid,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,97,99,98,2021-05-22,2021,5,Zaid,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,96,98,97,2021-05-08,2021,5,Zaid,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,97,99,98,2021-05-08,2021,5,Zaid,26.4667,79.5167
Mustard,Uttar Pradesh,Auraiya,Achalda,62,64,63,2021-05-08,2021,5,Zaid,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,97,99,98,2021-05-06,2021,5,Zaid,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,97,100,99,2021-05-06,2021,5,Zaid,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,128,130,129,2021-05-06,2021,5,Zaid,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,93,95,94,2021-05-03,2021,5,Zaid,26.4667,79.5167
Mustard,Uttar Pradesh,Auraiya,Achalda,58,59,59,2021-04-13,2021,4,Zaid,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,122,124,123,2021-04-13,2021,4,Zaid,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,65,67,66,2021-07-22,2021,7,Kharif,26.4667,79.5167
Mustard,Uttar Pradesh,Auraiya,Achalda,63,65,64,2021-04-21,2021,4,Zaid,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,143,146,145,2021-07-22,2021,7,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,77,80,78,2021-03-22,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,78,80,79,2021-03-30,2021,3,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,115,117,116,2021-03-13,2021,3,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,56,59,57,2021-03-22,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,74,75,74,2021-03-13,2021,3,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,62,64,63,2021-03-13,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,88,90,89,2021-04-20,2021,4,Zaid,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,87,89,88,2021-04-11,2021,4,Zaid,26.4667,79.5167
Mustard,Uttar Pradesh,Auraiya,Achalda,63,64,64,2021-07-08,2021,7,Kharif,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,140,143,142,2021-07-08,2021,7,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,72,74,73,2021-03-08,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,110,113,112,2021-07-09,2021,7,Kharif,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,125,127,126,2021-04-23,2021,4,Zaid,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,140,143,142,2021-07-09,2021,7,Kharif,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,145,147,146,2021-07-29,2021,7,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,106,108,107,2021-05-19,2021,5,Zaid,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,96,98,97,2021-05-19,2021,5,Zaid,26.4667,79.5167
Mustard,Uttar Pradesh,Auraiya,Achalda,67,69,68,2021-05-19,2021,5,Zaid,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,93,94,94,2021-07-22,2021,7,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,72,73,73,2021-03-02,2021,3,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,117,120,118,2021-03-01,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,76,78,77,2021-03-17,2021,3,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,92,94,94,2021-03-17,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,105,107,106,2021-05-29,2021,5,Zaid,26.4667,79.5167
Green+Chilli,Uttar Pradesh,Auraiya,Achalda,55,57,56,2021-03-25,2021,3,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,87,89,88,2021-04-19,2021,4,Zaid,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,49,71,70,2021-03-01,2021,3,Rabi,26.4667,79.5167
Mustard,Uttar Pradesh,Auraiya,Achalda,61,63,62,2021-07-05,2021,7,Kharif,26.4667,79.5167
Lemon,Uttar Pradesh,Agra,Achnera,66,67,67,2021-05-12,2021,5,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,63,65,64,2021-05-12,2021,5,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,65,67,66,2021-05-19,2021,5,Zaid,27.1767,78.0081
Lemon,Uttar Pradesh,Agra,Achnera,61,62,62,2021-05-22,2021,5,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,65,67,66,2021-05-28,2021,5,Zaid,27.1767,78.0081
Lemon,Uttar Pradesh,Agra,Achnera,66,67,66,2021-05-11,2021,5,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,63,65,64,2021-05-11,2021,5,Zaid,27.1767,78.0081
Lemon,Uttar Pradesh,Agra,Achnera,65,66,66,2021-05-07,2021,5,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,62,64,63,2021-05-15,2021,5,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,58,60,59,2021-04-20,2021,4,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,60,62,61,2021-04-26,2021,4,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,61,63,62,2021-04-27,2021,4,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,61,63,62,2021-07-29,2021,7,Kharif,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,61,63,62,2021-04-28,2021,4,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,62,64,63,2021-05-14,2021,5,Zaid,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,61,63,62,2021-07-19,2021,7,Kharif,27.1767,78.0081
Mustard,Uttar Pradesh,Agra,Achnera,60,62,61,2021-07-08,2021,7,Kharif,27.1767,78.0081
Lemon,Uttar Pradesh,Agra,Achnera,59,60,59,2021-05-25,2021,5,Zaid,27.1767,78.0081
Cucumbar(Kheera),Punjab,Jalandhar,Adampur,2,3,3,2019-05-23,2019,5,Zaid,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,90,100,100,2019-05-23,2019,5,Zaid,29.1492,75.7217
Pumpkin,Punjab,Jalandhar,Adampur,2,3,3,2019-05-23,2019,5,Zaid,29.1492,75.7217
Raddish,Punjab,Jalandhar,Adampur,2,3,3,2019-05-23,2019,5,Zaid,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,95,100,100,2019-05-25,2019,5,Zaid,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,100,110,110,2019-05-28,2019,5,Zaid,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,65,66,66,2019-05-28,2019,5,Zaid,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,63,66,64,2019-05-29,2019,5,Zaid,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,40,63,63,2019-06-10,2019,6,Kharif,29.1492,75.7217
Sweet+Pumpkin,Punjab,Jalandhar,Adampur,2,3,3,2019-06-10,2019,6,Kharif,29.1492,75.7217
Water+Melon,Punjab,Jalandhar,Adampur,2,3,3,2019-06-10,2019,6,Kharif,29.1492,75.7217
Bitter+gourd,Punjab,Jalandhar,Adampur,3,3,3,2019-06-17,2019,6,Kharif,29.1492,75.7217
Water+Melon,Punjab,Jalandhar,Adampur,2,3,3,2019-06-11,2019,6,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,63,63,63,2019-06-11,2019,6,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,63,63,63,2019-06-12,2019,6,Kharif,29.1492,75.7217
Pumpkin,Punjab,Jalandhar,Adampur,2,3,3,2019-06-12,2019,6,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,100,150,150,2019-06-13,2019,6,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,64,65,64,2019-06-15,2019,6,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,63,63,63,2019-06-14,2019,6,Kharif,29.1492,75.7217
Pumpkin,Punjab,Jalandhar,Adampur,3,3,3,2019-06-18,2019,6,Kharif,29.1492,75.7217
Water+Melon,Punjab,Jalandhar,Adampur,2,2,2,2019-06-19,2019,6,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,150,180,180,2019-06-21,2019,6,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,60,64,63,2019-06-21,2019,6,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,63,64,64,2019-06-19,2019,6,Kharif,29.1492,75.7217
Garlic,Punjab,Jalandhar,Adampur,50,70,70,2019-06-28,2019,6,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,50,61,61,2019-07-04,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,60,63,61,2019-06-24,2019,6,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,62,63,62,2019-06-22,2019,6,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,140,150,150,2019-07-18,2019,7,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,120,150,150,2019-07-03,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,61,62,61,2019-07-22,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,57,61,61,2019-07-05,2019,7,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,150,160,160,2019-07-01,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,61,62,61,2019-07-10,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,61,61,61,2019-07-20,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,60,62,62,2019-07-08,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,61,62,61,2019-07-19,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,61,62,62,2019-07-09,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,51,59,59,2019-08-22,2019,8,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,130,140,140,2019-07-22,2019,7,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,120,130,130,2019-07-23,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,61,62,62,2019-07-25,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,55,62,62,2019-07-26,2019,7,Kharif,29.1492,75.7217
Garlic,Punjab,Jalandhar,Adampur,60,70,70,2019-07-29,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,60,62,62,2019-07-23,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,55,59,56,2019-08-12,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,56,59,59,2019-08-10,2019,8,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,130,150,150,2019-07-24,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,60,62,61,2019-07-24,2019,7,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,70,80,80,2019-08-15,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,60,62,61,2019-08-01,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,58,60,59,2019-08-20,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,51,59,56,2019-09-10,2019,9,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,40,58,56,2019-09-14,2019,9,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,75,100,100,2019-08-23,2019,8,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,80,120,120,2019-08-01,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,56,60,59,2019-08-13,2019,8,Kharif,29.1492,75.7217
Garlic,Punjab,Jalandhar,Adampur,80,85,85,2019-08-05,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,59,62,61,2019-07-31,2019,7,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,51,59,59,2019-08-29,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,51,60,59,2019-08-21,2019,8,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,80,100,100,2019-08-06,2019,8,Kharif,29.1492,75.7217
Garlic,Punjab,Jalandhar,Adampur,70,80,80,2019-08-06,2019,8,Kharif,29.1492,75.7217
Lemon,Punjab,Jalandhar,Adampur,60,70,70,2019-09-16,2019,9,Kharif,29.1492,75.7217
Garlic,Punjab,Jalandhar,Adampur,80,90,90,2019-08-07,2019,8,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,70,90,90,2019-08-07,2019,8,Kharif,29.1492,75.7217
Peas+Wet,Punjab,Jalandhar,Adampur,60,70,70,2019-08-16,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,52,59,59,2019-08-24,2019,8,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,60,80,80,2019-08-14,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,52,59,56,2019-08-27,2019,8,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,80,90,90,2019-08-17,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,59,60,59,2019-08-17,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,52,59,59,2019-08-23,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,53,59,56,2019-08-28,2019,8,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,41,58,56,2019-09-13,2019,9,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,49,58,56,2019-09-17,2019,9,Kharif,29.1492,75.7217
Cotton,Haryana,Hissar,Adampur,41,56,56,2019-09-16,2019,9,Kharif,29.1492,75.7217
Lemon,Punjab,Jalandhar,Adampur,65,70,70,2019-09-13,2019,9,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,60,70,70,2019-09-24,2019,9,Kharif,29.1492,75.7217
Peas+Wet,Punjab,Jalandhar,Adampur,70,80,80,2019-09-24,2019,9,Kharif,29.1492,75.7217
Garlic,Punjab,Jalandhar,Adampur,60,90,90,2019-10-07,2019,10,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,50,70,70,2019-10-14,2019,10,Kharif,29.1492,75.7217
Peas+Wet,Punjab,Jalandhar,Adampur,70,75,75,2019-10-14,2019,10,Kharif,29.1492,75.7217
Ginger(Green),Punjab,Jalandhar,Adampur,55,62,62,2019-12-31,2019,12,Rabi,29.1492,75.7217
Lemon,Punjab,Jalandhar,Adampur,60,80,80,2021-04-15,2021,4,Zaid,29.1492,75.7217
Lemon,Punjab,Jalandhar,Adampur,70,80,80,2021-04-21,2021,4,Zaid,29.1492,75.7217
Cotton,Telangana,Adilabad,Adilabad,53,56,56,2019-11-20,2019,11,Rabi,19.6641,78.532
Cotton,Telangana,Adilabad,Adilabad,47,57,56,2021-03-15,2021,3,Rabi,19.6641,78.532
Cotton,Telangana,Adilabad,Adilabad,47,57,56,2021-03-26,2021,3,Rabi,19.6641,78.532
Cotton,Telangana,Adilabad,Adilabad,46,57,56,2021-03-24,2021,3,Rabi,19.6641,78.532
Cotton,Telangana,Adilabad,Adilabad,47,57,56,2021-03-25,2021,3,Rabi,19.6641,78.532
Cotton,Telangana,Adilabad,Adilabad,47,57,56,2021-03-16,2021,3,Rabi,19.6641,78.532
Cotton,Telangana,Adilabad,Adilabad,46,57,56,2021-03-13,2021,3,Rabi,19.6641,78.532
Cotton,Telangana,Adilabad,Adilabad,46,57,56,2021-03-10,2021,3,Rabi,19.6641,78.532
Cotton,Telangana,Adilabad,Adilabad,47,57,57,2021-03-12,2021,3,Rabi,19.6641,78.532
Banana,Kerala,Idukki,Adimali,70,72,71,2019-05-24,2019,5,Zaid,9.85,77
Cardamoms,Kerala,Idukki,Adimali,220,222,221,2019-05-24,2019,5,Zaid,9.85,77
Cowpea(Veg),Kerala,Idukki,Adimali,65,67,66,2019-05-24,2019,5,Zaid,9.85,77
Mango,Kerala,Idukki,Adimali,60,62,61,2019-05-24,2019,5,Zaid,9.85,77
Green+Chilli,Kerala,Idukki,Adimali,60,62,61,2019-05-24,2019,5,Zaid,9.85,77
Pineapple,Kerala,Idukki,Adimali,60,62,61,2019-05-24,2019,5,Zaid,9.85,77
Nutmeg,Kerala,Idukki,Adimali,225,227,226,2019-05-24,2019,5,Zaid,9.85,77
Banana+-+Green,Kerala,Idukki,Adimali,60,62,61,2019-05-28,2019,5,Zaid,9.85,77
Bitter+gourd,Kerala,Idukki,Adimali,60,62,61,2019-05-28,2019,5,Zaid,9.85,77
Cowpea(Veg),Kerala,Idukki,Adimali,60,62,61,2019-05-28,2019,5,Zaid,9.85,77
Nutmeg,Kerala,Idukki,Adimali,240,242,241,2019-05-28,2019,5,Zaid,9.85,77
Green+Chilli,Kerala,Idukki,Adimali,70,72,71,2019-05-28,2019,5,Zaid,9.85,77
Tomato,Kerala,Idukki,Adimali,60,62,61,2019-05-28,2019,5,Zaid,9.85,77
Black+pepper,Kerala,Idukki,Adimali,347,349,348,2019-06-14,2019,6,Kharif,9.85,77
Black+pepper,Kerala,Idukki,Adimali,335,357,356,2019-06-28,2019,6,Kharif,9.85,77
Drumstick,Kerala,Idukki,Adimali,60,62,61,2019-07-02,2019,7,Kharif,9.85,77
Drumstick,Kerala,Idukki,Adimali,80,82,81,2019-07-09,2019,7,Kharif,9.85,77
Drumstick,Kerala,Idukki,Adimali,70,72,71,2019-07-26,2019,7,Kharif,9.85,77
Green+Chilli,Kerala,Idukki,Adimali,55,57,56,2019-08-12,2019,8,Kharif,9.85,77
Carrot,Kerala,Idukki,Adimali,55,57,56,2019-10-01,2019,10,Kharif,9.85,77
Coffee,Kerala,Idukki,Adimali,76,78,77,2019-09-24,2019,9,Kharif,9.85,77
Coffee,Kerala,Idukki,Adimali,74,76,75,2019-09-06,2019,9,Kharif,9.85,77
Coffee,Kerala,Idukki,Adimali,72,74,73,2019-08-20,2019,8,Kharif,9.85,77
Green+Chilli,Kerala,Idukki,Adimali,65,67,66,2019-08-20,2019,8,Kharif,9.85,77
Orange,Kerala,Idukki,Adimali,60,62,61,2019-11-08,2019,11,Rabi,9.85,77
Grapes,Kerala,Idukki,Adimali,80,82,81,2019-08-30,2019,8,Kharif,9.85,77
Banana,Kerala,Idukki,Adimali,60,62,61,2019-10-04,2019,10,Kharif,9.85,77
Bitter+gourd,Kerala,Idukki,Adimali,56,58,57,2019-10-04,2019,10,Kharif,9.85,77
Coffee,Kerala,Idukki,Adimali,78,80,79,2019-10-04,2019,10,Kharif,9.85,77
Grapes,Kerala,Idukki,Adimali,70,72,71,2019-10-04,2019,10,Kharif,9.85,77
Carrot,Kerala,Idukki,Adimali,60,62,61,2019-09-24,2019,9,Kharif,9.85,77
Orange,Kerala,Idukki,Adimali,90,92,91,2019-11-29,2019,11,Rabi,9.85,77
Bitter+gourd,Kerala,Idukki,Adimali,65,67,66,2019-11-29,2019,11,Rabi,9.85,77
Brinjal,Kerala,Idukki,Adimali,60,62,61,2019-11-29,2019,11,Rabi,9.85,77
Grapes,Kerala,Idukki,Adimali,75,77,76,2019-10-29,2019,10,Kharif,9.85,77
Orange,Kerala,Idukki,Adimali,80,82,81,2019-10-01,2019,10,Kharif,9.85,77
Grapes,Kerala,Idukki,Adimali,90,92,91,2019-10-22,2019,10,Kharif,9.85,77
Orange,Kerala,Idukki,Adimali,70,72,71,2019-10-22,2019,10,Kharif,9.85,77
